DATE,CSUSHPISA,Year,Month,GDP/capita,CPI,ROI,MAT_cost,New_house_supply,new_prop,Personal Income,Umemp Rate,Working_Population,Old_percent,Median_inc,Subsidies,No. of Households,Urban Population%
2002-01-01,117.144,2002,1,50091.0,142.0,1.73,142.0,4.2,1632.0,10514.7,5.7,182566431.891724,12.2874577893554,65820,24.183,109297.0,79.409
2002-02-01,117.845,2002,2,50156.0,142.2,1.74,142.2,4.0,1671.0,10531.6,5.7,182798390.110259,12.2874577893554,65820,24.183,109297.0,79.409
2002-03-01,118.687,2002,3,50221.0,143.2,1.73,143.2,4.1,1559.0,10539.0,5.7,183078312.425159,12.2874577893554,65820,24.183,109297.0,79.409
2002-04-01,119.611,2002,4,50286.0,143.5,1.75,143.5,4.3,1625.0,10574.2,5.9,183260453.015323,12.2874577893554,65820,24.183,109297.0,79.409
2002-05-01,120.724,2002,5,50311.333333333336,143.8,1.75,143.8,4.0,1705.0,10616.5,5.8,183508212.496981,12.2874577893554,65820,24.183,109297.0,79.409
2002-06-01,121.813,2002,6,50336.666666666664,144.3,1.75,144.3,4.2,1589.0,10648.2,5.8,183669058.444073,12.2874577893554,65820,24.183,109297.0,79.409
2002-07-01,122.888,2002,7,50362.0,144.7,1.73,144.7,4.2,1615.0,10621.0,5.8,183886883.515181,12.2874577893554,65820,24.183,109297.0,79.409
2002-08-01,123.83,2002,8,50342.0,145.1,1.74,145.1,4.0,1722.0,10623.0,5.7,184159563.752198,12.2874577893554,65820,24.183,109297.0,79.409
2002-09-01,124.78,2002,9,50322.0,145.4,1.75,145.4,3.9,1641.0,10633.6,5.7,184422418.039234,12.2874577893554,65820,24.183,109297.0,79.409
2002-10-01,125.735,2002,10,50302.0,145.0,1.75,145.0,4.0,1601.0,10661.8,5.7,184554225.96952,12.2874577893554,65820,24.183,109297.0,79.409
2002-11-01,126.67,2002,11,50355.333333333336,144.6,1.34,144.6,4.0,1718.0,10690.9,5.9,184744733.237442,12.2874577893554,65820,24.183,109297.0,79.409
2002-12-01,127.624,2002,12,50408.666666666664,144.3,1.24,144.3,4.0,1671.0,10719.9,6.0,184860046.150508,12.2874577893554,65820,24.183,109297.0,79.409
2003-01-01,128.461,2003,1,50462.0,144.4,1.24,144.4,4.0,1654.0,10710.4,5.8,185635346.37315,12.2779342993686,65860,25.93,111278.0,79.583
2003-02-01,129.355,2003,2,50573.333333333336,145.2,1.26,145.2,4.5,1688.0,10674.0,5.9,185869692.256356,12.2779342993686,65860,25.93,111278.0,79.583
2003-03-01,130.148,2003,3,50684.666666666664,145.2,1.25,145.2,4.1,1638.0,10696.5,5.9,186085118.209936,12.2779342993686,65860,25.93,111278.0,79.583
2003-04-01,130.884,2003,4,50796.0,145.9,1.26,145.9,4.1,1662.0,10752.7,6.0,186470753.987361,12.2779342993686,65860,25.93,111278.0,79.583
2003-05-01,131.735,2003,5,51034.666666666664,145.8,1.26,145.8,3.9,1733.0,10832.0,6.1,186649077.97267705,12.2779342993686,65860,25.93,111278.0,79.583
2003-06-01,132.649,2003,6,51273.333333333336,146.1,1.22,146.1,3.5,1641.0,10860.6,6.3,186800679.576504,12.2779342993686,65860,25.93,111278.0,79.583
2003-07-01,133.77700000000002,2003,7,51512.0,147.0,1.01,147.0,3.6,1680.0,10991.1,6.2,187066500.33798295,12.2779342993686,65860,25.93,111278.0,79.583
2003-08-01,134.969,2003,8,51670.0,147.2,1.03,147.2,3.5,1570.0,11066.7,6.1,187304009.475925,12.2779342993686,65860,25.93,111278.0,79.583
2003-09-01,136.29399999999998,2003,9,51828.0,149.0,1.01,149.0,3.8,1719.0,10940.8,6.1,187538981.253475,12.2779342993686,65860,25.93,111278.0,79.583
2003-10-01,137.531,2003,10,51986.0,149.6,1.01,149.6,3.8,1728.0,10982.3,6.0,187738514.819484,12.2779342993686,65860,25.93,111278.0,79.583
2003-11-01,138.79399999999998,2003,11,52050.333333333336,150.2,1.0,150.2,4.1,1692.0,11048.4,5.8,187972351.58827305,12.2779342993686,65860,25.93,111278.0,79.583
2003-12-01,140.179,2003,12,52114.666666666664,149.7,0.98,149.7,4.0,1716.0,11057.2,5.7,188136094.87789,12.2779342993686,65860,25.93,111278.0,79.583
2004-01-01,141.64600000000002,2004,1,52179.0,150.0,1.0,150.0,3.8,1709.0,11051.2,5.7,187688839.482615,12.3047192322804,65760,27.201,112000.0,79.757
2004-02-01,143.192,2004,2,52275.666666666664,153.4,1.01,153.4,3.7,1718.0,11071.0,5.6,187876003.023031,12.3047192322804,65760,27.201,112000.0,79.757
2004-03-01,145.059,2004,3,52372.333333333336,156.5,1.0,156.5,3.6,1794.0,11115.6,5.8,188058175.618794,12.3047192322804,65760,27.201,112000.0,79.757
2004-04-01,146.593,2004,4,52469.0,160.1,1.0,160.1,4.0,1938.0,11153.3,5.6,188320660.933455,12.3047192322804,65760,27.201,112000.0,79.757
2004-05-01,148.186,2004,5,52591.0,162.7,1.0,162.7,3.8,1893.0,11208.9,5.6,188475226.058824,12.3047192322804,65760,27.201,112000.0,79.757
2004-06-01,149.85,2004,6,52713.0,162.0,1.03,162.0,3.9,1857.0,11215.8,5.6,188689296.34988895,12.3047192322804,65760,27.201,112000.0,79.757
2004-07-01,151.338,2004,7,52835.0,162.2,1.26,162.2,4.5,1881.0,11240.5,5.5,188839779.735266,12.3047192322804,65760,27.201,112000.0,79.757
2004-08-01,152.63299999999998,2004,8,52970.666666666664,165.9,1.43,165.9,4.3,1911.0,11274.6,5.4,189070874.198522,12.3047192322804,65760,27.201,112000.0,79.757
2004-09-01,154.179,2004,9,53106.333333333336,167.2,1.61,167.2,4.1,1796.0,11279.6,5.4,189216972.380313,12.3047192322804,65760,27.201,112000.0,79.757
2004-10-01,155.75,2004,10,53242.0,165.9,1.76,165.9,3.9,1839.0,11282.5,5.5,189444450.963992,12.3047192322804,65760,27.201,112000.0,79.757
2004-11-01,157.52700000000002,2004,11,53401.0,165.5,1.93,165.5,4.3,1758.0,11246.1,5.4,189655307.838414,12.3047192322804,65760,27.201,112000.0,79.757
2004-12-01,159.33,2004,12,53560.0,166.3,2.16,166.3,4.1,1921.0,11659.0,5.4,189811053.36688295,12.3047192322804,65760,27.201,112000.0,79.757
2005-01-01,161.28799999999998,2005,1,53719.0,168.6,2.28,168.6,4.4,1892.0,11226.5,5.3,189990144.46577495,12.3601628768533,66780,27.651,113343.0,79.928
2005-02-01,163.344,2005,2,53768.666666666664,170.4,2.5,170.4,4.3,1908.0,11229.0,5.4,190144602.89026895,12.3601628768533,66780,27.651,113343.0,79.928
2005-03-01,165.812,2005,3,53818.333333333336,170.0,2.63,170.0,4.1,1787.0,11268.8,5.2,190460726.509212,12.3601628768533,66780,27.651,113343.0,79.928
2005-04-01,167.50099999999998,2005,4,53868.0,170.0,2.79,170.0,4.3,1927.0,11304.2,5.2,190466075.803662,12.3601628768533,66780,27.651,113343.0,79.928
2005-05-01,169.351,2005,5,53963.0,168.1,3.0,168.1,4.2,2103.0,11352.7,5.1,190709890.602971,12.3601628768533,66780,27.651,113343.0,79.928
2005-06-01,171.19,2005,6,54058.0,167.8,3.04,167.8,4.3,1965.0,11375.5,5.0,190962474.634275,12.3601628768533,66780,27.651,113343.0,79.928
2005-07-01,172.86,2005,7,54153.0,167.2,3.26,167.2,4.2,1886.0,11387.1,5.0,191114389.968375,12.3601628768533,66780,27.651,113343.0,79.928
2005-08-01,174.442,2005,8,54207.666666666664,165.9,3.5,165.9,4.5,1952.0,11405.3,4.9,191266452.871752,12.3601628768533,66780,27.651,113343.0,79.928
2005-09-01,176.438,2005,9,54262.333333333336,168.9,3.62,168.9,4.7,1922.0,11365.2,5.0,191438220.909398,12.3601628768533,66780,27.651,113343.0,79.928
2005-10-01,178.028,2005,10,54317.0,171.6,3.78,171.6,4.5,1962.0,11428.7,5.0,191655197.459811,12.3601628768533,66780,27.651,113343.0,79.928
2005-11-01,179.68,2005,11,54520.333333333336,172.7,4.0,172.7,5.0,1907.0,11500.1,5.0,191932856.777771,12.3601628768533,66780,27.651,113343.0,79.928
2005-12-01,180.91,2005,12,54723.666666666664,173.5,4.16,173.5,4.9,1941.0,11535.2,4.9,192145684.546109,12.3601628768533,66780,27.651,113343.0,79.928
2006-01-01,182.321,2006,1,54927.0,177.2,4.29,177.2,5.3,2036.0,11651.8,4.7,192351175.115582,12.422071948027,67520,28.604,114384.0,80.099
2006-02-01,183.287,2006,2,54933.0,177.7,4.49,177.7,6.1,2048.0,11702.8,4.8,192542751.521493,12.422071948027,67520,28.604,114384.0,80.099
2006-03-01,184.364,2006,3,54939.0,178.3,4.59,178.3,5.9,2245.0,11747.5,4.7,192688879.143996,12.422071948027,67520,28.604,114384.0,80.099
2006-04-01,184.329,2006,4,54945.0,179.0,4.79,179.0,6.3,2071.0,11744.4,4.7,192814750.630729,12.422071948027,67520,28.604,114384.0,80.099
2006-05-01,184.156,2006,5,54925.333333333336,179.9,4.94,179.9,6.2,1897.0,11736.8,4.6,192912759.185218,12.422071948027,67520,28.604,114384.0,80.099
2006-06-01,183.507,2006,6,54905.666666666664,180.7,4.99,180.7,6.3,2050.0,11751.9,4.6,193147767.04692295,12.422071948027,67520,28.604,114384.0,80.099
2006-07-01,183.068,2006,7,54886.0,182.3,5.24,182.3,7.3,1934.0,11746.9,4.7,193315277.68087,12.422071948027,67520,28.604,114384.0,80.099
2006-08-01,182.594,2006,8,54996.0,182.6,5.25,182.6,6.7,1877.0,11737.0,4.7,193456234.309971,12.422071948027,67520,28.604,114384.0,80.099
2006-09-01,182.798,2006,9,55106.0,183.3,5.25,183.3,6.7,2011.0,11800.1,4.5,193556767.582028,12.422071948027,67520,28.604,114384.0,80.099
2006-10-01,183.198,2006,10,55216.0,182.3,5.25,182.3,7.3,1918.0,11853.7,4.4,193703230.089313,12.422071948027,67520,28.604,114384.0,80.099
2006-11-01,183.609,2006,11,55230.666666666664,179.8,5.25,179.8,6.6,1893.0,11901.9,4.5,193949729.62242305,12.422071948027,67520,28.604,114384.0,80.099
2006-12-01,184.139,2006,12,55245.333333333336,179.8,5.24,179.8,6.5,1888.0,11958.6,4.4,194181587.897399,12.422071948027,67520,28.604,114384.0,80.099
2007-01-01,184.517,2007,1,55260.0,181.1,5.25,181.1,7.2,1822.0,11956.6,4.6,194951758.751848,12.507803700301,68610,29.512,116011.0,80.269
2007-02-01,184.598,2007,2,55331.333333333336,181.5,5.26,181.5,7.9,1640.0,11996.0,4.5,195126741.73179305,12.507803700301,68610,29.512,116011.0,80.269
2007-03-01,184.15,2007,3,55402.666666666664,182.5,5.26,182.5,7.9,1623.0,12035.1,4.4,195232594.445134,12.507803700301,68610,29.512,116011.0,80.269
2007-04-01,183.01,2007,4,55474.0,183.7,5.25,183.7,7.4,1539.0,12052.8,4.5,195285473.944645,12.507803700301,68610,29.512,116011.0,80.269
2007-05-01,181.6,2007,5,55532.333333333336,184.0,5.25,184.0,7.8,1536.0,12059.9,4.4,195378957.753014,12.507803700301,68610,29.512,116011.0,80.269
2007-06-01,180.254,2007,6,55590.666666666664,184.0,5.25,184.0,8.2,1481.0,12053.3,4.6,195626531.991346,12.507803700301,68610,29.512,116011.0,80.269
2007-07-01,179.111,2007,7,55649.0,184.2,5.26,184.2,8.3,1534.0,12066.4,4.7,195763504.072784,12.507803700301,68610,29.512,116011.0,80.269
